name,ne_ID,rating,num_of_rating,price,about,feat_labels,feat_values
Bluetooth stereo headset headphone with FM stereo radio/wired headphone/MP3 player answer/end calling blue+black color,9SIA2NA3XH1134,62%,50,19.99," Main features: 1. Wireless Bluetooth stereo headphone function Pair successfully to your mobile phone or other products, you could listen the music from your mobile phone or other products. Please make sure the headphone is off before pair. 2. MP3/FM radio function In power-on mode, insert TF card, short press MP3/FM button, MP3 will play automatically, long press MP3/FM button about 2-3 seconds will be EQ mode. The blue light flash slowly; if have no TF card, short press MP3/FM button, FM radio will play automatically. 3. Answer/end calls, reject call, last number redial function ( in bluetooth mode) 4. Wire headphone function Any mode of headphone, connect one end of 3.5 mm stereo sound supply extension cable to headphone audio jack and another end connect to audio jack ( such as mobile phone, computer, ipad etc. ), you will hear songs from other device. 5. Charging the headset Connect one end of charging cable provided to your headset, another end connect to USB 5V port (such as AC/DC USB adapter or PC USB port). red light is for be in charging and red light is off for full charging. It takes about 2- 2.5 hours to charge the headset fully.","['Type ', 'Color ', 'Power Supply ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Wireless Type ', 'Features ', 'Date First Available ']","['Headset Ear Cushions', 'Black/Blue', 'li-battery power supply', '3.5mm/ USB', 'Binaural', '3.0 feet  - 5.0 feet', 'Bluetooth', 'bluetooth, FM radio, MP3, wired headphone, calling answer', 'March 17, 2016']"
Koss KPH7R Portable On-Ear Headphone with Adjustable Headband - Red,9SIA0ZX1VZ9829,87%,"7,719",10.03," Koss KPH7 on ear headphones are a lightweight design that delivers the full power of the Sound of Koss. Delivering incredible sound performance, it is ideal for listeners seeking ultra-light headphones. The KPH7 on ear headphone is equipped with dynamic elements for an extended frequency response. It features an over the head design with contemporary style. Perfect for use with portable MP3 players or iPods, the KPH7 is the perfect headphone.","['Brand ', 'Model ', 'Type ', 'Color ', 'Input Impedance ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Compatibility ', 'Date First Available ']","['KOSS', '184987', 'Headphone', 'Red', '32 ohms', 'Mini-phone', 'Over-the-head', '4 ft', '0.17', 'Beats', 'February 04, 2019']"
KOSS 187767 KPH7 On-Ear Headphones (Violet),9SIA4M5A7M8514,73%,"2,346",11.38,VIOLET PORTABLE ON EAR,"['Brand ', 'Model ', 'Type ', 'Color ', 'Input Impedance ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Weight ', 'Date First Available ']","['KOSS', '187767', 'Headphone', 'Violet', '32 ohms', 'Mini-phone', 'Over-the-head', '4 ft', '0.1', 'September 24, 2019']"
HyperGear Low Ryder 3.5mm Earphones with Microphone - White,9SIA1TB8SX7851,87%,167,9.99,"Experience your favorite music like never before. Powerful 10mm neodymium drivers deliver stunning HD sound for the absolute best listening experience possible. The included comfort-fit ear gels have three size options to ensure the perfect fit. Designed to block out noise and seal in sound, your Low Ryder's stay in place even when you don't, so you can keep the music going all day with zero ear fatigue. Choose from a vibrant spectrum of color combinations designed to accent your tech gear, match your mood and express your personal style. High-Fidelity Stereo SoundPrecision BassHands-free Music and CallsNoise Isolating FitComfortable All Day WearTangle-Free Flat Cable","['Brand ', 'Type ', 'Color ', 'Weight ', 'Sports Team ', 'Sports League ', 'Date First Available ']","['HyperGear', 'Headset', 'White', '0.12', 'UFC / MMA', 'UFC / MMA', 'February 15, 2019']"
"Bowers & Wilkins PX Active Noise Cancelling Wireless Headphones, Best-in-class Sound, Soft Gold",9SIADP59GX4961,80%,5,349.99," Introducing PX: headphones just got a lot more personal. PX isn't just a new headphone. We've created not just the best-sounding noise-cancelling headphones you've ever heard, but headphones that are so intelligently designed, and so responsive, you might forget you're wearing them at all. With PX, everything just works in seamless harmony with your environment and the way you naturally listen to music. Combine intuitive controls with a beautiful ergonomic design and best-in-class acoustic performance, and you have something unique: a set of wireless headphones that will transform how you experience and enjoy music. Features: • Adaptive noise cancelling • Advanced Bluetooth 4.1 with aptX-HD for hi-res streaming • Natural UI - Built-in sensors handle functions like stopping audio playback when you remove the headphones • World class acoustics from 40mm full range drivers • Premium materials and build quality • Rechargeable battery (up to 22 hours of battery life) • Mobile companion app for personalizing audio playback Specifications: • Inputs: 3.5 mm stereo jack for optional wired playback • USB-C (Audio, Battery charging, and Firmware update) • Drive units: 40mm diameter • Full Range Drivers Performance: 10Hz to 20kHz • Frequency Range 22 ohms (passive) • Impedance < 0.3 % (1kHz/10mW) • Distortion (THD) 111 dB/V at 1kHz • Sensitivity 1V • Maximum input power • Dimensions: 2.95 in Deep 6.89 in Wide 7.87 in Tall • Weight: 0.83 pounds","['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Noise Cancelling ', 'Wireless Type ', 'Date First Available ']","['Bowers & Wilkins', 'PX Active', 'FP39691', 'Over the Ear', 'Navy/Gold', 'Active', 'Bluetooth', 'July 06, 2019']"
Skullcandy Indy True Mint BT Headphones w/USB Wall Charger,9SIA2GAA2X6394,97%,603,69.99,"CONNECTED AND FREE. Now you can have the truly wireless freedom you want in a look you can confidently rock. Indy lets you move seamlessly through your day with a secure fit and premium sound quality. THE ESSENTIALS PERFECTED. The jump to truly wireless audio has never been easier. From quickly pairing to your phone, to 16 hours of battery life, to a pocket–sized portable charging case, Indy makes living life without wires the simple experience it's meant to be. NO WIRES, NO WORRIES. With a sleek, truly wireless design, Indy keeps you connected to your music and content without the hassle of any wires whatsoever. No tangled cables. No awkward controls. No worries. PREMIUM SOUND Indy's sound profile is tuned to deliver crisp highs and warm lows without distortion. SWEAT, WATER, AND DUST RESISTANT Indy boasts an IP55 protection rating – with sweat, water, and dust resistance – so you can wear it confidently wherever you go. TOUCH CONTROLS Touch the Skull to control. You can activate your assistant, change songs, adjust volume, and manage calls just by tapping your earbuds. FEARLESS USE PROMISE. Living without wires is meant to be a liberating experience. So use Indy when and where you want—fearlessly. If you ever do lose or damage any part of your earbuds, we'll replace it for a discount. FAST–CHARGING TECHNOLOGY Anker's exclusive PowerIQ and VoltageBoost combine to deliver high–speed charging for any device. ULTRA–POWERFUL Dual USB ports pump out 24 watts. Enough power to simultaneously charge two iPads at full speed.","['Brand ', 'Model ', 'Type ', 'Color ', 'Wireless Type ', 'Package Contents ', 'Date First Available ']","['Skullcandy', 'Indy Truly Wireless Earbuds', 'Earbud', 'Mint', 'Bluetooth', 'Indy Truly Wireless Earbuds Eargels (S, M, L) Stability Gels (L) Charging Case Micro–USB Charging Cable User Guide 2 Port USB Wall Charger', 'September 20, 2019']"
TWS Mini Wireless Bluetooth Earphone Headset Gameing Earbuds Sport Handsfree Earphones With Microphone For Cell Phones,9SIAK219U07791,24%,560,19.99," Specifications: 1. Bluetooth version: 5.0 2. Transmission distance: 10 meters 3. Battery capacity: 3.7V 45 mAh 4. Charging time: 1 hours (charging voltage 3.7V ) 5. Battery Capacity (Charging Case): 3.7V 300mAH(can charge the headset 2-3 times) 6. Talk time: about 3 hours 7. Listening to music time: about 2.5 hours 8. Standby time: >80 hours 9. Call echo, noise cancellation 10. Support high quality music stereo playback 11. Applicable models Applicable to all devices with Bluetooth function 12. Battery type: li-ion Packing list: 2 x mini Bluetooth Earpieces (left and right earphones) 1 x Charging box 1 x USB Charging Cable 2 x ear caps 1 x User Manual","['Type ', 'Color ', 'Ear Coupling ', 'Noise Cancelling ', 'Wireless Type ', 'Compatibility ', 'Option ', 'Date First Available ']","['Earbud', 'Black', 'Binaural', 'Yes', 'Bluetooth', 'Universal', '2 Pairs Each Size', 'July 29, 2019']"
Wireless Bluetooth Headphones with Mic - WHITE Stereo Audio Headset - New in Box,9SIAAZM45N7136,36%,"1,077",13.89,"Bluetooth Wireless HeadphonesThese are extremely great quality wireless bluetooth headphones. They are compatible with any smart phone or music device that is able to connect to Bluetooth products! The two devices pair within seconds, ensuring your wireless music and phone speaking experiences. Merely hold the middle button to turn on your device and wait for your Bluetooth device to detect it. This product comes with a USB chord (as shown in the picture above) for charging purposes. Enjoy!Wireless distance is 10 metersMicrophone built-in to your headphonesMedia buttons to control track skipping, play/pause, volume, turning on/off the device, and answering phone calls10 hours run time11 hours talk timeUp to 250 hours standby timeUniversally compatible with any smart phone or iPad/tablet PC that has Bluetooth capability\Lightweight (8 ounces!)High-quality speakers for crisp, rich soundTechnology: Bluetooth V3.0+EDRFrequency: 2.4 GhzFrequency response: 20-20,000 HzSpeaker Impedance: 16 ohmShips within one business day from Los Angeles using first class USPS mailPlease contact us with any returns inquiries, if you are unhappy with your product we are happy to replace it if we are in stockThis product is also available in Black, check our other auctions!","['Brand ', 'Model ', 'Type ', 'Color ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Wireless Type ', 'Features ', 'Option ', 'Date First Available ']","['Weksi', 'EL00038WH', 'Headset', 'White', 'Easy Disconnect', 'Circumaural', '>10.0 feet', 'Bluetooth', 'Wireless Bluetooth Headphones with Mic - WHITE Stereo Audio Headset - New in Box', 'JK-BLUE-RTL', 'May 28, 2016']"
AutofeelSunriseoffice Four Core Double Moving Sport Headphones 4D Super Bass Stereo Earphone Music Headset With Mic For Phone Computer PC Xiaomi,9SIAGA09677827,40%,5,7.99,"Note: The color for sale is the first pictures showed. The other colors in the listing only for illustration, pls understanding. Thank you.Features1) EXECELLENT SOUND BLOCKS OUT EXTERIOR NOISE ---Earbuds Headphones have deep base and excellent clarity,In-ear earphones's the noice canceling technology is a real help against loud and annoying noises.Wired earbuds excellent sound including some actual bass. 2) HIGH QUALITY BUILT IN MICROPHONE ---Nice wired earbuds in ear headphones for crystal clear conversation,earphones with volume control & Play, pause, next control,makes you hands free, crispy buttons wired earphones ear buds with microphone.3) WIDE COMPATIBILITY  ---Compatible with almost all smartphones and other devices with 3.5mm audio jack and MP4 music players, etc. Earbuds headphones compatible with apple iPhone,iPod, iPad,MP3,Tablet,PC and Android devices etc.In-ear Earphones the sound is rich, well balanced, both upper and lower end crisp, and voice is smooth natural. 4) Noise Isolation  ---Reduced Outside Noises, Enable to Listen to your Music in Peace. Dynamic Deep Bass and High Resolution Treble Sound, Resistant to Sweat Damage. Made with Premium Materials. Precise Production Guarantees a Long Service.5) HD HIGH FIDELITY SOUND  ---Lightweight stereo earphones with high quality drivers, deliver clear and crisp sound and super enhanced bass, provide good sound quality for music and phone calls. Fashionable design makes the ear shells more stylish and nice-looking.6) TANGLE FREE DESIGN  ---Symmetrical cable offers durable, solid, stylish outlook. Endure long term use and not easy broken. Tangle-free audio cord helps you get rid of messy tangle effectively, making it convenient to carry in your bag or pocket. 7) PERFECT LIGHTWEIGHT WORKOUT HEADPHONES  ---Designed with perfect ergonomic fit to guarantee comfortable fit and fatigue-free ears. Don't Worry about the Earbuds Fall Off in a Gym During Workout or Yoga. 8) BEST SERVICE WARRANTY  ---If you are not satisfied with this wired earphone, please contact us without hesitation, our customer service will contact you within 24 hours and give you a satisfactory result.Specifications100% New & High QualityNew fashion design, Mini size and light weightExcellent wired headphone with bass stereo sound feelingStereo portable headset high-end and comfortable feeling.Cord Length: 120cmPlug: 3.5mm jackFunction: With Microphone and Play ControlPortable Earphone: In-Ear Earphones HeadsetCompatible for Samsung, for iPhone, MP3, MP4, Computers, Smartphone with 3.5mm jackHeadset Features: Mini, Portable, Wired, Super Bass, Noise CancellingPackage Contents1 x Headset","['Type ', 'Color ', 'Compatibility ', 'Option ', 'Date First Available ']","['Headset', 'Aqua', 'Universal', 'Android', 'April 17, 2019']"
AutofeelSunriseoffice Four Core Double Moving Sport Headphones 4D Super Bass Stereo Earphone Music Headset With Mic For Phone Computer PC Xiaomi,9SIAGA09677864,40%,5,7.99,"Note: The color for sale is the first pictures showed. The other colors in the listing only for illustration, pls understanding. Thank you.Features1) EXECELLENT SOUND BLOCKS OUT EXTERIOR NOISE ---Earbuds Headphones have deep base and excellent clarity,In-ear earphones's the noice canceling technology is a real help against loud and annoying noises.Wired earbuds excellent sound including some actual bass. 2) HIGH QUALITY BUILT IN MICROPHONE ---Nice wired earbuds in ear headphones for crystal clear conversation,earphones with volume control & Play, pause, next control,makes you hands free, crispy buttons wired earphones ear buds with microphone.3) WIDE COMPATIBILITY  ---Compatible with almost all smartphones and other devices with 3.5mm audio jack and MP4 music players, etc. Earbuds headphones compatible with apple iPhone,iPod, iPad,MP3,Tablet,PC and Android devices etc.In-ear Earphones the sound is rich, well balanced, both upper and lower end crisp, and voice is smooth natural. 4) Noise Isolation  ---Reduced Outside Noises, Enable to Listen to your Music in Peace. Dynamic Deep Bass and High Resolution Treble Sound, Resistant to Sweat Damage. Made with Premium Materials. Precise Production Guarantees a Long Service.5) HD HIGH FIDELITY SOUND  ---Lightweight stereo earphones with high quality drivers, deliver clear and crisp sound and super enhanced bass, provide good sound quality for music and phone calls. Fashionable design makes the ear shells more stylish and nice-looking.6) TANGLE FREE DESIGN  ---Symmetrical cable offers durable, solid, stylish outlook. Endure long term use and not easy broken. Tangle-free audio cord helps you get rid of messy tangle effectively, making it convenient to carry in your bag or pocket. 7) PERFECT LIGHTWEIGHT WORKOUT HEADPHONES  ---Designed with perfect ergonomic fit to guarantee comfortable fit and fatigue-free ears. Don't Worry about the Earbuds Fall Off in a Gym During Workout or Yoga. 8) BEST SERVICE WARRANTY  ---If you are not satisfied with this wired earphone, please contact us without hesitation, our customer service will contact you within 24 hours and give you a satisfactory result.Specifications100% New & High QualityNew fashion design, Mini size and light weightExcellent wired headphone with bass stereo sound feelingStereo portable headset high-end and comfortable feeling.Cord Length: 120cmPlug: 3.5mm jackFunction: With Microphone and Play ControlPortable Earphone: In-Ear Earphones HeadsetCompatible for Samsung, for iPhone, MP3, MP4, Computers, Smartphone with 3.5mm jackHeadset Features: Mini, Portable, Wired, Super Bass, Noise CancellingPackage Contents1 x Headset","['Type ', 'Color ', 'Compatibility ', 'Option ', 'Date First Available ']","['Headset', 'Aqua/White', 'Universal', 'Android', 'April 17, 2019']"
AutofeelSunriseoffice Four Core Double Moving Sport Headphones 4D Super Bass Stereo Earphone Music Headset With Mic For Phone Computer PC Xiaomi,9SIAGA09677805,40%,5,7.99,"Note: The color for sale is the first pictures showed. The other colors in the listing only for illustration, pls understanding. Thank you.Features1) EXECELLENT SOUND BLOCKS OUT EXTERIOR NOISE ---Earbuds Headphones have deep base and excellent clarity,In-ear earphones's the noice canceling technology is a real help against loud and annoying noises.Wired earbuds excellent sound including some actual bass. 2) HIGH QUALITY BUILT IN MICROPHONE ---Nice wired earbuds in ear headphones for crystal clear conversation,earphones with volume control & Play, pause, next control,makes you hands free, crispy buttons wired earphones ear buds with microphone.3) WIDE COMPATIBILITY  ---Compatible with almost all smartphones and other devices with 3.5mm audio jack and MP4 music players, etc. Earbuds headphones compatible with apple iPhone,iPod, iPad,MP3,Tablet,PC and Android devices etc.In-ear Earphones the sound is rich, well balanced, both upper and lower end crisp, and voice is smooth natural. 4) Noise Isolation  ---Reduced Outside Noises, Enable to Listen to your Music in Peace. Dynamic Deep Bass and High Resolution Treble Sound, Resistant to Sweat Damage. Made with Premium Materials. Precise Production Guarantees a Long Service.5) HD HIGH FIDELITY SOUND  ---Lightweight stereo earphones with high quality drivers, deliver clear and crisp sound and super enhanced bass, provide good sound quality for music and phone calls. Fashionable design makes the ear shells more stylish and nice-looking.6) TANGLE FREE DESIGN  ---Symmetrical cable offers durable, solid, stylish outlook. Endure long term use and not easy broken. Tangle-free audio cord helps you get rid of messy tangle effectively, making it convenient to carry in your bag or pocket. 7) PERFECT LIGHTWEIGHT WORKOUT HEADPHONES  ---Designed with perfect ergonomic fit to guarantee comfortable fit and fatigue-free ears. Don't Worry about the Earbuds Fall Off in a Gym During Workout or Yoga. 8) BEST SERVICE WARRANTY  ---If you are not satisfied with this wired earphone, please contact us without hesitation, our customer service will contact you within 24 hours and give you a satisfactory result.Specifications100% New & High QualityNew fashion design, Mini size and light weightExcellent wired headphone with bass stereo sound feelingStereo portable headset high-end and comfortable feeling.Cord Length: 120cmPlug: 3.5mm jackFunction: With Microphone and Play ControlPortable Earphone: In-Ear Earphones HeadsetCompatible for Samsung, for iPhone, MP3, MP4, Computers, Smartphone with 3.5mm jackHeadset Features: Mini, Portable, Wired, Super Bass, Noise CancellingPackage Contents1 x Headset","['Type ', 'Color ', 'Compatibility ', 'Option ', 'Date First Available ']","['Headset', 'Beach', 'Universal', 'Android', 'April 17, 2019']"
AutofeelSunriseoffice Four Core Double Moving Sport Headphones 4D Super Bass Stereo Earphone Music Headset With Mic For Phone Computer PC Xiaomi,9SIAGA09677697,40%,5,7.99," Note: The color for sale is the first pictures showed. The other colors in the listing only for illustration, pls understanding. Thank you. Features 1) EXECELLENT SOUND BLOCKS OUT EXTERIOR NOISE ---Earbuds Headphones have deep base and excellent clarity, In-ear earphones's the noice canceling technology is a real help against loud and annoying noises. Wired earbuds excellent sound including some actual bass. 2) HIGH QUALITY BUILT IN MICROPHONE ---Nice wired earbuds in ear headphones for crystal clear conversation, earphones with volume control & Play, pause, next control, makes you hands free, crispy buttons wired earphones ear buds with microphone. 3) WIDE COMPATIBILITY ---Compatible with almost all smartphones and other devices with 3.5 mm audio jack and MP4 music players, etc. Earbuds headphones compatible with apple iPhone, iPod, iPad, MP3, Tablet, PC and Android devices etc. In-ear Earphones the sound is rich, well balanced, both upper and lower end crisp, and voice is smooth natural. 4) Noise Isolation ---Reduced Outside Noises, Enable to Listen to your Music in Peace. Dynamic Deep Bass and High Resolution Treble Sound, Resistant to Sweat Damage. Made with Premium Materials. Precise Production Guarantees a Long Service. 5) HD HIGH FIDELITY SOUND ---Lightweight stereo earphones with high quality drivers, deliver clear and crisp sound and super enhanced bass, provide good sound quality for music and phone calls. Fashionable design makes the ear shells more stylish and nice-looking. 6) TANGLE FREE DESIGN ---Symmetrical cable offers durable, solid, stylish outlook. Endure long term use and not easy broken. Tangle-free audio cord helps you get rid of messy tangle effectively, making it convenient to carry in your bag or pocket. 7) PERFECT LIGHTWEIGHT WORKOUT HEADPHONES ---Designed with perfect ergonomic fit to guarantee comfortable fit and fatigue-free ears. Don't Worry about the Earbuds Fall Off in a Gym During Workout or Yoga. 8) BEST SERVICE WARRANTY ---If you are not satisfied with this wired earphone, please contact us without hesitation, our customer service will contact you within 24 hours and give you a satisfactory result. Specifications 100% New & High Quality New fashion design, Mini size and light weight Excellent wired headphone with bass stereo sound feeling Stereo portable headset high-end and comfortable feeling. Cord Length: 120cm Plug: 3.5 mm jack Function: With Microphone and Play Control Portable Earphone: In-Ear Earphones Headset Compatible for Samsung, for iPhone, MP3, MP4, Computers, Smartphone with 3.5 mm jack Headset Features: Mini, Portable, Wired, Super Bass, Noise Cancelling Package Contents 1 x Headset","['Type ', 'Color ', 'Compatibility ', 'Option ', 'Date First Available ']","['Headset', 'Black', 'Universal', 'Android', 'April 17, 2019']"
4Xem Ear Bud Headphone Pink,0TH-00HY-00034, , ,$24.99,4XEM'S Soft and Comfortable Earbud Style Headphones - Pink4XEM Ear Buds deliver an accurate acoustical reproduction and unbelievable sound. The 4XEM earbuds feature bright colors sleek contours and excellent sound powered by 10 mm drivers. These features combine to appeal to a wide demographic of consumers. Single button remote/microphone is compatible with Apple® BlackBerry® Android™ and most media devices with a 3.5 mm jack. 4XEM Ear Buds deliver accurate acoustical reproduction and unbelievable sound. The 4XEM earbuds feature bright colors sleek contours and excellent sound powered by 10 mm drivers. These features combine to appeal to a wide demographic of consumers. Single button remote/microphone is compatible with Apple® BlackBerry® Android™ and most media devices with a 3.5 mm jack. Listen to distinct sounds from both the speakers in stereo sound modeListen to deep lows and euphoric highs with a frequency range of sound from 20 Hz-18 kHzCompact exquisite and portable earsetSelect music and videos on your portable devices and answer your phone calls with the in-line microphoneMini-phone ( 3.5 mm) connector provides versatile and secure connectivityFits cozily in your ears for extended periods of comfortable listening,"['Brand ', 'Model ', 'Type ', 'Color ', 'Input Impedance ', 'Connector ', 'Ear Coupling ', ' ', 'Date First Available ']","['4XEM', '4XIBUDPK', 'Earbud', 'Pink', '16 ohms', '3.5mm', 'Earbud', '0.04', 'September 19, 2016']"
Skullcandy Purple S2DUDZ-042 3.5mm Connector Earbuds,N82E16826631345, , ,15.99,"Skullcandy Jib Earphone - Stereo - Purple, Black - Mini-phone - Wired - 16 Ohm - 20 Hz 20 kHz - Earbud - Binaural - In-ear - 4.3 ft Cable","['Brand ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Input Impedance ', 'Connector ', 'Features ', 'Date First Available ']","['Skullcandy', 'S2DUDZ-042', 'Earbud', 'Purple', '10mm', '20Hz–20KHz', '16 ohms', '3.5mm', 'These Jib earbuds from Skullcandy bring you the ultimate Supreme Sound audio experience in a custom fit. Supreme Sound delivers attacking bass, natural vocals and precision highs. These purple earbuds include three sizes of silicone ear gels for a secure, comfortable fit. Turn on, tune in and never have your buds drop out.', 'December 03, 2015']"
Mega Man Limited Edition Headphones,9SIAKZX9ZC2671,100%,3,$49.99,"Mega Man Over the Ear Headphones, limited edition color. Adjustable headband with padded ear cups, noise cancelling. Compatible with 3.5 mm plug devices. High Fidelity sound quality, lightweight for long term wear comfort. Official Licensed Mega Man product by Capcom.","['Type ', 'Color ', 'Connector ', 'Noise Cancelling ', 'Wireless Type ', 'Compatibility ', 'Option ', 'Date First Available ']","['Over the Ear', 'Silver', '3.5mm', 'Yes', 'No', 'N/A', 'Over-Ear Wired', 'September 09, 2019']"
"Memory Foam Earphone Tips Replacement Earbud Tips Blocking Out Ambient Noise Inner 5mm for Gaming Earphone In Ear w/ 5mm-7mm Tips  (6 Pairs,S/M/L 2 Pairs each Size ) - Red",9SIACJFA9Y9516, , ,9.09,"Feature These eartips fit for Bose, Jays, Sony, RHA, Philips, AKG, Audio-Technica, Skullcandy, Sennheiser, Plantronics, Phillips, Panasonic headphones, these are good replacement for the original when the original one is broken or lost, with these products, you have no need to worry about the damage or losing of your original Eartips, and it will give you more backups. Made of soft memory foam, perfect for drowning out the world around you and immersing you in the music you love. Blocking out annoying ambulant noise outside. Super pillory soft memory foam tips conform to the shape of the ear canal at your body temperature for a dynamic custom fit. No pain, no press or other discomfort. Eliminates ear canal fatigue experienced by prolonged and provides a much better sound experience Ideal replacement for any damaged, scratched, defective or lost earphone silicone tips, give new life for your in ear earphones Specifications: 3 pairs Memory Foam tips 3 pairs Silicone Earbuds tips Black and red color as optional Material: Memory foam and Silicone Size: three different size (S/M/L) include suit for most earphone tips inner from 5mm-7mm comfortable for your ears. 3 different sizes can meet your different needs - 2 Pairs of small size, OD is 10.8 mm, bore is 5mm (One pair memory foam, the other pair is silicone) - 2 Pairs of medium size, OD is 12.6 mm, bore is 5mm (One pair memory foam, the other pair is silicone) - 2 Pairs of large size, OD is 12.95 mm, bore is 5mm (One pair memory foam, the other pair is silicone) Note: these ear tips caliber that connect in ear headphone is 5mm, fit for 5mm-7mm in diameter headphone that connect part diameter. Compatible with Bose, Jays, Sony, RHA, Philips, Ultimate Ears such as K-374, K-375, K-376, K370, K324P, K340, K330, Q250, K321, IP2, ATH-CKM300, ATH-CKM500, ATH-CKM1000, ATH-CKN50, ATH-CKN70, ATH-CKP200, ATH-CKP300, ATH-CKP300 (Not include all suitable model)","['Brand ', 'Series ', 'Model ', 'Type ', 'Features ', 'Date First Available ']","['EN-Labs', 'earphone tips', 'PREATIP6PRD', 'In-Ear', 'These eartips fit for Bose, Jays, Sony, RHA, Philips,AKG, Audio-Technica, Skullcandy, Sennheiser, Plantronics, Phillips, Panasonic headphones, these are good replacement for the original when the original one is broken or lost, with these products, you have no need to worry about the damage or losing of your original Eartips, and it will give you more backups.  Made of soft memory foam,perfect for drowning out the world around you and immersing you in the music you love. Blocking out annoying ambulant noise outside. Super pillory soft memory foam tips conform to the shape of the ear canal at your body temperature for a dynamic custom fit.No pain, no press or other discomfort. Eliminates ear canal fatigue experienced by prolonged and provides a much better sound experience Ideal replacement for any damaged, scratched, defective or lost earphone silicone tips, give new life for your in ear earphones   Specifications:  3 pairs Memory Foam tips 3 pairs Silicone Earbuds tips Black and red color as optional Material: Memory foam and Silicone Size: three different size (S/M/L) include suit for most earphone tips inner from 5mm-7mm comfortable for your ears. 3 different sizes can meet your different needs - 2 Pairs of small size,OD is 10.8mm,bore is 5mm (One pair memory foam, the other pair is silicone) - 2 Pairs of medium size,OD is 12.6mm,bore is 5mm (One pair memory foam, the other pair is silicone) - 2 Pairs of large size,OD is 12.95mm,bore is 5mm (One pair memory foam, the other pair is silicone) Note: these ear tips caliber that connect in ear headphone is 5mm, fit for 5mm-7mm in diameter headphone that connect part diameter.  Compatible with Bose, Jays, Sony, RHA, Philips, Ultimate Ears such as K-374,K-375,K-376,K370,K324P,K340,K330,Q250,K321,IP2,ATH-CKM300,ATH-CKM500,  ATH-CKM1000,ATH-CKN50, ATH-CKN70,ATH-CKP200,ATH-CKP300,ATH-CKP300 (Not include all suitable model)', 'October 02, 2019']"
JVC HAEC30BTB Ear Clip Bluetooth Sport Headphones - Black,9SIA571BCP6720,66%,76,59.99,JVC HAEC30BTB Ear Clip Bluetooth Sport Headphones - Black,"['Brand ', 'Series ', 'Model ', 'Type ', 'Color ', 'Driver Unit ', 'Frequency Response ', 'Ear Coupling ', ' ', 'Wireless Type ', ' ', ' ', ' ', 'Date First Available ']","['JVC', 'HA-EC30BT', 'HAEC30BTB', 'Behind the Neck', 'Black', '9mm', '20Hz–20KHz', 'Binaural', '0.74 oz.', 'Bluetooth', '8 hours (approx. 3.5 hours of charging time, depends on use)', 'Approx. 33 ft.', 'Dimples on soft ear clip for comfortable and stable fit while running\n\nWireless connection with Bluetooth\n\nWater resistance: headphone units IPX5, remote unit IPX4\n\nHeadphones with magnetic clasp for wearing around neck etc. when not in use\n\nOpen type earpieces allow users to be aware of ambient noise while running\n\n8 hours of listening with built-in rechargeable battery\n\nMagnet type: Neodymium\n\nPower Supply: Built-in rechargeable battery\n\n3 button operation: remote (via Bluetooth), volume +/-, power\n\nBluetooth version: 3.0 (class2)\n\nSupporting codec: SBC', 'June 03, 2020']"
Frisby FHP-920 Portable Lightweight On-Ear Headphones W/ In-Line Microphone & Volume Control,9SIA1643UF6212,81%,295,9.95,"The Frisby FHP-920 is a lightweight on-ear headphone that has an integrated microphone with a removable 3.5mm audio cable. The convenient in-line volume control, microphone and play/pause controls allows you to efficiently control your music without a hassle. The foldable design allows you to store your headphones in a bag or purse if you are on the go.The in-line controls offer volume control while being able to play/pause your song or answer phone calls. Omni directional microphone offers noise cancelling and optimum isolation from ambient noise. Quality ear cushion materials provide durability while delivering comfort and passive ambient noise suppression.This headphone set is easy to use, just plug and play using a standard 3.5mm stereo plug. It is designed to work with any device that uses a stereo audio source including your desktop or laptop. Included with the headphones is our 1 year limited warranty that covers manufacture defects.","['Brand ', 'Type ', 'Color ', 'Connector ', 'Ear Coupling ', 'Cord Length ', 'Wireless Type ', 'Date First Available ']","['Frisby', 'On-Ear', 'Blue', '3.5mm', 'Supra-aural', '3.0 feet  - 5.0 feet', 'No', 'February 09, 2016']"
